"","x"
"cg01107103",1497
"cg01107215",1498
"cg01107240",1499
"cg01107476",1500
"cg01107503",1501
"cg01107534",1502
"cg01110553",1503
"cg01110616",1504
"cg01112486",1505
"cg01112551",1506
"cg01114088",1507
"cg01115712",1508
"cg01118057",1509
"cg01118512",1510
"cg01118731",1511
"cg01119116",1512
"cg01120541",1513
"cg01120624",1514
"cg01121770",1515
"cg01122656",1516
"cg01122770",1517
"cg01123520",1518
"cg01123777",1519
"cg01124420",1520
"cg01125381",1521
"cg01125845",1522
"cg01126232",1523
"cg01127608",1524
"cg01127764",1525
"cg01128516",1526
"cg01128603",1527
"cg01130242",1528
"cg01130418",1529
"cg01130580",1530
"cg01130719",1531
"cg01131263",1532
"cg01131483",1533
"cg01131735",1534
"cg01132510",1535
"cg01133215",1536
"cg01134518",1537
"cg01135274",1538
"cg01136078",1539
"cg01136382",1540
"cg01137065",1541
"cg01137610",1542
"cg01137681",1543
"cg01140515",1544
"cg01140958",1545
"cg01141533",1546
"cg01141580",1547
"cg01141741",1548
"cg01142419",1549
"cg01143372",1550
"cg01143391",1551
"cg01145031",1552
"cg01145947",1553
"cg01149078",1554
"cg01150223",1555
"cg01150262",1556
"cg01150494",1557
"cg01151827",1558
"cg01151874",1559
"cg01153166",1560
"cg01153660",1561
"cg01153890",1562
"cg01154505",1563
"cg01155258",1564
"cg01155266",1565
"cg01156249",1566
"cg01156435",1567
"cg01156745",1568
"cg01156877",1569
"cg01156934",1570
"cg01158430",1571
"cg01160956",1572
"cg01161204",1573
"cg01161521",1574
"cg01162115",1575
"cg01163536",1576
"cg01163805",1577
"cg01166318",1578
"cg01166712",1579
"cg01167388",1580
"cg01167424",1581
"cg01167616",1582
"cg01167862",1583
"cg01167936",1584
"cg01168718",1585
"cg01169222",1586
"cg01169651",1587
"cg01169686",1588
"cg01171212",1589
"cg01171272",1590
"cg01171336",1591
"cg01171786",1592
"cg01173053",1593
"cg01173774",1594
"cg01174929",1595
"cg01178121",1596
"cg01178999",1597
"cg01179128",1598
"cg01180003",1599
"cg01180566",1600
"cg01181227",1601
"cg01182628",1602
"cg01183821",1603
"cg01184817",1604
"cg01186017",1605
"cg01187271",1606
"cg01190601",1607
"cg01193422",1608
"cg01193554",1609
"cg01193706",1610
"cg01193810",1611
"cg01194026",1612
"cg01194087",1613
"cg01194316",1614
"cg01195112",1615
"cg01196619",1616
"cg01197044",1617
"cg01197537",1618
"cg01197840",1619
"cg01198287",1620
"cg01198746",1621
"cg01199420",1622
"cg01200261",1623
"cg01200904",1624
"cg01201498",1625
"cg01202361",1626
"cg01202508",1627
"cg01203708",1628
"cg01204422",1629
"cg01204444",1630
"cg01204508",1631
"cg01206394",1632
"cg01206957",1633
"cg01208948",1634
"cg01209550",1635
"cg01209857",1636
"cg01211097",1637
"cg01211648",1638
"cg01212216",1639
"cg01213012",1640
"cg01213047",1641
"cg01213247",1642
"cg01213941",1643
"cg01214458",1644
"cg01220605",1645
"cg01220800",1646
"cg01221637",1647
"cg01222249",1648
"cg01223055",1649
"cg01224972",1650
"cg01225942",1651
"cg01227169",1652
"cg01227261",1653
"cg01227361",1654
"cg01228014",1655
"cg01229752",1656
"cg01232138",1657
"cg01232381",1658
"cg01232762",1659
"cg01233692",1660
"cg01234044",1661
"cg01234063",1662
"cg01234945",1663
"cg01235968",1664
"cg01236822",1665
"cg01238435",1666
"cg01238824",1667
"cg01239560",1668
"cg01239622",1669
"cg01239827",1670
"cg01240843",1671
"cg01241756",1672
"cg01241934",1673
"cg01242319",1674
"cg01243072",1675
"cg01243266",1676
"cg01243312",1677
"cg01243922",1678
"cg01244841",1679
"cg01245471",1680
"cg01246498",1681
"cg01246749",1682
"cg01247852",1683
"cg01248517",1684
"cg01250422",1685
"cg01251574",1686
"cg01252496",1687
"cg01252899",1688
"cg01253807",1689
"cg01253880",1690
"cg01254459",1691
"cg01255766",1692
"cg01255800",1693
"cg01257520",1694
"cg01257828",1695
"cg01258695",1696
"cg01258963",1697
"cg01260478",1698
"cg01261238",1699
"cg01261503",1700
"cg01261613",1701
"cg01262663",1702
"cg01262913",1703
"cg01263679",1704
"cg01264497",1705
"cg01266390",1706
"cg01266508",1707
"cg01267062",1708
"cg01267365",1709
"cg01268650",1710
"cg01268748",1711
"cg01268872",1712
"cg01270409",1713
"cg01272334",1714
"cg01272490",1715
"cg01273180",1716
"cg01273460",1717
"cg01273518",1718
"cg01275157",1719
"cg01275810",1720
"cg01276922",1721
"cg01277258",1722
"cg01279020",1723
"cg01280724",1724
"cg01280744",1725
"cg01284284",1726
"cg01286580",1727
"cg01288470",1728
"cg01290613",1729
"cg01291262",1730
"cg01292679",1731
"cg01292864",1732
"cg01293271",1733
"cg01293622",1734
"cg01293647",1735
"cg01293763",1736
"cg01294450",1737
"cg01294452",1738
"cg01296942",1739
"cg01297276",1740
"cg01298452",1741
"cg01301023",1742
"cg01301067",1743
"cg01301138",1744
"cg01301326",1745
"cg01301379",1746
"cg01302905",1747
"cg01304040",1748
"cg01307387",1749
"cg01307652",1750
"cg01307653",1751
"cg01308925",1752
"cg01309159",1753
"cg01309929",1754
"cg01311296",1755
"cg01312261",1756
"cg01313856",1757
"cg01314094",1758
"cg01314454",1759
"cg01314601",1760
"cg01314755",1761
"cg01315721",1762
"cg01316866",1763
"cg01316934",1764
"cg01317356",1765
"cg01319039",1766
"cg01319431",1767
"cg01319626",1768
"cg01319629",1769
"cg01320719",1770
"cg01322554",1771
"cg01324452",1772
"cg01324791",1773
"cg01324959",1774
"cg01325609",1775
"cg01326050",1776
"cg01326399",1777
"cg01326566",1778
"cg01327047",1779
"cg01328691",1780
"cg01328716",1781
"cg01328839",1782
"cg01329059",1783
"cg01329421",1784
"cg01329441",1785
"cg01329995",1786
"cg01330940",1787
"cg01332968",1788
"cg01333192",1789
"cg01333334",1790
"cg01334218",1791
"cg01334355",1792
"cg01334806",1793
"cg01334830",1794
"cg01335367",1795
"cg01336022",1796
"cg01336082",1797
"cg01336859",1798
"cg01337054",1799
"cg01337143",1800
"cg01337511",1801
"cg01338393",1802
"cg01339203",1803
"cg01340046",1804
"cg01340118",1805
"cg01340195",1806
"cg01341452",1807
"cg01341696",1808
"cg01342051",1809
"cg01342157",1810
"cg01342627",1811
"cg01343642",1812
"cg01343704",1813
"cg01344347",1814
"cg01344546",1815
"cg01345395",1816
"cg01346827",1817
"cg01347849",1818
"cg01349535",1819
"cg01351315",1820
"cg01351663",1821
"cg01351677",1822
"cg01352789",1823
"cg01352953",1824
"cg01353448",1825
"cg01353533",1826
"cg01355478",1827
"cg01356224",1828
"cg01356694",1829
"cg01357874",1830
"cg01358290",1831
"cg01358620",1832
"cg01359274",1833
"cg01359371",1834
"cg01359455",1835
"cg01360156",1836
"cg01360368",1837
"cg01360767",1838
"cg01361021",1839
"cg01361776",1840
"cg01362022",1841
"cg01363010",1842
"cg01363325",1843
"cg01365416",1844
"cg01365700",1845
"cg01366864",1846
"cg01368226",1847
"cg01369215",1848
"cg01369393",1849
"cg01369969",1850
"cg01370449",1851
"cg01370575",1852
"cg01371095",1853
"cg01372366",1854
"cg01373206",1855
"cg01374277",1856
"cg01374343",1857
"cg01374344",1858
"cg01374899",1859
"cg01376699",1860
"cg01376725",1861
"cg01378367",1862
"cg01378910",1863
"cg01379609",1864
"cg01380208",1865
"cg01381410",1866
"cg01382164",1867
"cg01382846",1868
"cg01383681",1869
"cg01384290",1870
"cg01385056",1871
"cg01385439",1872
"cg01385512",1873
"cg01387835",1874
"cg01387937",1875
"cg01391058",1876
"cg01391858",1877
"cg01392682",1878
"cg01392943",1879
"cg01393027",1880
"cg01393477",1881
"cg01393721",1882
"cg01393939",1883
"cg01397139",1885
"cg01397373",1886
"cg01398149",1887
"cg01398352",1888
"cg01399119",1889
"cg01399875",1890
"cg01400401",1891
"cg01401198",1892
"cg01403539",1893
"cg01403803",1894
"cg01403858",1895
"cg01405801",1896
"cg01406602",1897
"cg01407797",1898
"cg01408643",1899
"cg01408700",1900
"cg01409850",1901
"cg01409964",1902
"cg01410982",1903
"cg01412053",1904
"cg01413040",1905
"cg01414173",1906
"cg01416702",1907
"cg01416924",1908
"cg01418317",1909
"cg01418409",1910
"cg01418441",1911
"cg01422094",1912
"cg01422896",1913
"cg01423660",1914
"cg01423828",1915
"cg01426713",1916
"cg01427367",1917
"cg01427666",1918
"cg01427985",1919
"cg01428112",1920
"cg01428630",1921
"cg01428642",1922
"cg01429475",1923
"cg01429507",1924
"cg01429989.1",1925
"cg01429989.2",1926
"cg01431336",1927
"cg01431979",1928
"cg01432400",1929
"cg01432620",1930
"cg01432812",1931
"cg01432993",1932
"cg01433318",1933
"cg01434367",1934
"cg01434508",1935
"cg01434924",1936
"cg01438021",1937
"cg01440864",1938
"cg01441091",1939
"cg01441716",1940
"cg01441777",1941
"cg01443426",1942
"cg01444045",1943
"cg01444080",1944
"cg01444413",1945
"cg01445252",1946
"cg01447281",1947
"cg01447515",1948
"cg01447660",1949
"cg01448483",1950
"cg01449601",1951
"cg01450059",1952
"cg01450606",1953
"cg01450764",1954
"cg01450839",1955
"cg01450842",1956
"cg01451179",1957
"cg01452506",1958
"cg01452820",1959
"cg01454704",1960
"cg01454752",1961
"cg01455644",1962
"cg01455867",1963
"cg01456011",1964
"cg01456511",1965
"cg01456628",1966
"cg01456885",1967
"cg01458681",1968
"cg01459308",1969
"cg01459453",1970
"cg01459514",1971
"cg01460217",1972
"cg01460788",1973
"cg01460805",1974
"cg01460860",1975
"cg01461078",1976
"cg01462418",1978
"cg01463338",1979
"cg01463565",1980
"cg01464821",1981
"cg01465824",1982
"cg01466224",1983
"cg01466662",1984
"cg01468418",1985
"cg01468874",1986
"cg01469140",1987
"cg01471217",1988
"cg01472737",1989
"cg01473155",1990
"cg01475095",1991
"cg01475649",1992
"cg01475790",1993
"cg01475857",1994
"cg01476234",1995
"cg01476332",1996
"cg01476696",1997
"cg01483295",1998
"cg01483327",1999
"cg01483359",2000
"cg01484668",2001
"cg01484686",2002
"cg01485596",2003
"cg01485645.1",2004
"cg01485645.2",2005
"cg01486146",2006
"cg01487011",2007
"cg01487930",2008
"cg01488040",2009
"cg01489832",2010
"cg01490044",2011
"cg01490165",2012
"cg01490570",2013
"cg01491819",2014
"cg01493609",2015
"cg01494053",2016
"cg01494784",2017
"cg01495148",2018
"cg01495882",2019
"cg01498131",2020
"cg01499097",2021
"cg01500797",2022
"cg01501200",2023
"cg01501208",2024
"cg01502055",2025
"cg01502462",2026
"cg01503390",2027
"cg01504682",2028
"cg01505662",2029
"cg01507502",2030
"cg01508445",2031
"cg01509444",2032
"cg01509675",2033
"cg01509710",2034
"cg01510597",2035
"cg01510737",2036
"cg01510883",2037
"cg01510925",2038
"cg01511232",2039
"cg01511450",2040
"cg01511567",2041
"cg01511856",2042
"cg01512145",2043
"cg01512389",2044
"cg01513357",2045
"cg01513560",2046
"cg01514664",2047
"cg01515407",2048
"cg01517654",2049
"cg01517740",2050
"cg01518594",2051
"cg01519742",2052
"cg01519760",2053
"cg01520983",2054
"cg01521169",2055
"cg01522553",2056
"cg01522923",2057
"cg01523712",2058
"cg01523865",2059
"cg01524299",2060
"cg01524627",2061
"cg01524853",2062
"cg01525879",2063
"cg01526253",2064
"cg01526265",2065
"cg01526505",2066
"cg01527307",2067
"cg01527913",2068
"cg01528388",2069
"cg01528542",2070
"cg01528792",2071
"cg01528970",2072
"cg01530089",2073
"cg01530159",2074
"cg01531512",2075
"cg01531932",2076
"cg01533729",2077
"cg01534197",2078
"cg01534862",2079
"cg01534906",2080
"cg01535043",2081
"cg01537268",2082
"cg01537460",2083
"cg01537733",2084
"cg01537787",2085
"cg01538162",2086
"cg01538522",2087
"cg01539117",2088
"cg01539965",2089
"cg01546209",2090
"cg01546670",2091
"cg01548368",2092
"cg01550545",2093
"cg01551615",2094
"cg01552040",2095
"cg01553057",2096
"cg01553138",2097
"cg01553231",2098
"cg01553943",2099
"cg01554470",2100
"cg01556209",2101
"cg01556289",2102
"cg01556430",2103
"cg01556456",2104
"cg01557798",2105
"cg01558300",2106
"cg01560036",2107
"cg01560325",2108
"cg01560871",2109
"cg01562774",2110
"cg01562813",2111
"cg01565849",2112
"cg01566077",2113
"cg01567039",2114
"cg01567668",2115
"cg01570885",2116
"cg01571001",2117
"cg01571965",2118
"cg01572513",2119
"cg01572724",2120
"cg01573140",2121
"cg01574836",2122
"cg01575688",2123
"cg01576619",2124
"cg01577249",2125
"cg01578720",2126
"cg01579023",2127
"cg01579422",2128
"cg01579428",2129
"cg01580126",2130
"cg01580681",2131
"cg01581739",2132
"cg01582066",2133
"cg01582325",2134
"cg01583223",2135
"cg01584043",2136
"cg01584181",2137
"cg01584473",2138
"cg01585174",2139
"cg01586768",2140
"cg01586860",2141
"cg01587716",2142
"cg01587718",2143
"cg01588659",2144
"cg01589578",2145
"cg01589831",2146
"cg01589846",2147
"cg01591012",2148
"cg01591148",2149
"cg01591898",2150
"cg01592346",2151
"cg01592869",2152
"cg01593388",2153
"cg01593408",2154
"cg01593645",2155
"cg01594275",2156
"cg01594757",2157
"cg01594821",2158
"cg01595678",2159
"cg01597530",2160
"cg01597940",2161
"cg01599380",2162
"cg01599574",2163
"cg01599973",2164
"cg01600529",2165
"cg01602213",2166
"cg01603001",2167
"cg01606770",2168
"cg01607361",2169
"cg01608205",2170
"cg01608469",2171
"cg01608986",2172
"cg01609034",2173
"cg01611369",2174
"cg01611544",2175
"cg01611780",2176
"cg01612769",2177
"cg01614615",2178
"cg01614688",2179
"cg01615615",2180
"cg01618051",2181
"cg01619693",2182
"cg01619705",2183
"cg01620164",2184
"cg01620430",2185
"cg01621100",2186
"cg01621537",2187
"cg01621700",2188
"cg01622303",2189
"cg01622394",2190
"cg01623187",2191
"cg01626197",2192
"cg01626227",2193
"cg01626791",2194
"cg01630982",2195
"cg01631295",2196
"cg01631669",2197
"cg01632700",2198
"cg01633443",2199
"cg01633657",2200
"cg01633774",2201
"cg01634038",2202
"cg01634795",2203
"cg01634979",2204
"cg01635585",2205
"cg01635604",2206
"cg01636866",2207
"cg01637218",2208
"cg01637282",2209
"cg01637769",2210
"cg01638826",2211
"cg01639959",2212
"cg01640606",2213
"cg01641343",2214
"cg01642835",2215
"cg01643358",2216
"cg01643535",2217
"cg01644832",2218
"cg01644850",2219
"cg01644941",2220
"cg01644993",2221
"cg01645746",2222
"cg01646475",2223
"cg01648457",2224
"cg01648756",2225
"cg01648898",2226
"cg01650941",2227
"cg01651170",2228
"cg01651821",2229
"cg01651980",2230
"cg01653419",2231
"cg01655437",2232
"cg01655447",2233
"cg01655814",2234
"cg01656216",2235
"cg01656505",2236
"cg01656588",2237
"cg01657263",2238
"cg01657423",2239
"cg01657761",2240
"cg01658453",2241
"cg01658750",2242
"cg01658829",2243
"cg01659472",2244
"cg01662148",2245
"cg01663261",2246
"cg01663388",2247
"cg01663519",2248
"cg01663821",2249
"cg01664258",2250
"cg01664666",2251
"cg01665819",2252
"cg01667686",2253
"cg01668262",2254
"cg01668476",2255
"cg01668584",2256
"cg01668879",2257
"cg01669013",2258
"cg01670345",2259
"cg01670514",2260
"cg01670963",2261
"cg01671869",2262
"cg01671966",2263
"cg01673863",2264
"cg01674452",2265
"cg01674533",2266
"cg01675333",2267
"cg01675972",2268
"cg01676132",2269
"cg01676370",2270
"cg01676484",2271
"cg01676825",2272
"cg01678137",2273
"cg01678399",2274
"cg01678549",2275
"cg01682788",2276
"cg01683044",2277
"cg01683319",2278
"cg01683971",2279
"cg01685160",2280
"cg01685922",2281
"cg01686068",2282
"cg01686348",2283
"cg01686771",2284
"cg01687105",2285
"cg01689298",2286
"cg01689437",2287
"cg01689963",2288
"cg01690057",2289
"cg01691639",2290
"cg01691705",2291
"cg01691914",2292
"cg01692291",2293
"cg01692842",2294
"cg01693108",2295
"cg01694828",2296
"cg01695075",2297
"cg01695906",2298
"cg01696865",2299
"cg01697072",2300
"cg01698272",2301
"cg01698540",2302
"cg01698674",2303
"cg01700051",2304
"cg01700670",2305
"cg01700800",2306
"cg01700964",2307
"cg01701526",2308
"cg01701664",2309
"cg01702252",2310
"cg01702540",2311
"cg01702758",2312
"cg01703108",2313
"cg01705052",2314
"cg01705898",2315
"cg01706233",2316
"cg01710150",2317
"cg01710351",2318
"cg01711379",2319
"cg01712711",2320
"cg01712731",2321
"cg01712842",2322
"cg01712875",2323
"cg01713546",2324
"cg01715384",2325
"cg01716627",2326
"cg01716698",2327
"cg01717089",2328
"cg01717800",2329
"cg01718371",2330
"cg01718995",2331
"cg01719435",2332
"cg01720337",2333
"cg01724721",2334
"cg01725297",2335
"cg01726701",2336
"cg01726872",2337
"cg01726897",2338
"cg01727347",2339
"cg01727767",2340
"cg01728384",2341
"cg01730798",2342
"cg01730937",2343
"cg01732872",2344
"cg01733991",2345
"cg01734369",2346
"cg01736336",2347
"cg01739251",2348
"cg01740040",2349
"cg01740606",2350
"cg01740609",2351
"cg01740766",2352
"cg01740828",2353
"cg01741060",2354
"cg01741653",2355
"cg01742871",2356
"cg01742897",2357
"cg01743031",2358
"cg01743293",2359
"cg01743578",2360
"cg01744051",2361
"cg01745451",2362
"cg01745621",2363
"cg01745990",2364
"cg01746550",2365
"cg01749491",2366
"cg01749784",2367
"cg01750538",2368
"cg01750916",2369
"cg01751178",2370
"cg01751209",2371
"cg01751715",2372
"cg01751985",2373
"cg01752200",2374
"cg01752203",2375
"cg01752243",2376
"cg01752792",2377
"cg01753263",2378
"cg01753578",2379
"cg01753854",2380
"cg01754290",2381
"cg01755266",2382
"cg01755956",2383
"cg01756262",2384
"cg01757168",2385
"cg01757860",2386
"cg01758782",2387
"cg01759284",2388
"cg01759293",2389
"cg01759800",2390
"cg01759834",2391
"cg01761301",2392
"cg01761369",2393
"cg01761801",2394
"cg01763045",2395
"cg01763754",2396
"cg01765142",2397
"cg01766000",2398
"cg01766859",2399
"cg01767626",2400
"cg01768969",2401
"cg01770127",2402
"cg01770478",2403
"cg01771143",2404
"cg01771762",2405
"cg01771997",2406
"cg01772217",2407
"cg01772613",2408
"cg01778572",2409
"cg01782227",2410
"cg01783053",2411
"cg01783645",2412
"cg01783690",2413
"cg01784199",2414
"cg01784456",2415
"cg01784688",2416
"cg01784864",2417
"cg01784909",2418
"cg01785567",2419
"cg01786169",2420
"cg01786675",2421
"cg01787104",2422
"cg01787574",2423
"cg01787584",2424
"cg01787715",2425
"cg01788057",2426
"cg01789783",2427
"cg01791475",2428
"cg01791876",2429
"cg01792183",2430
"cg01793100",2431
"cg01793506",2432
"cg01794235",2433
"cg01794939",2434
"cg01795521",2435
"cg01796316",2436
"cg01796610",2437
"cg01797373",2438
"cg01797675",2439
"cg01798185",2440
"cg01798687",2441
"cg01799642",2442
"cg01799731",2443
"cg01801625",2444
"cg01802683",2445
"cg01802957",2446
"cg01804664",2447
"cg01806265",2448
"cg01806388",2449
"cg01808294",2450
"cg01809820",2451
"cg01810016",2452
"cg01810127",2453
"cg01810186",2454
"cg01810345",2455
"cg01810374",2456
"cg01810815",2457
"cg01810880",2458
"cg01811415",2459
"cg01812599",2460
"cg01813033",2461
"cg01813294",2462
"cg01814115",2463
"cg01814600",2464
"cg01814663",2465
"cg01816418",2466
"cg01818075",2467
"cg01819094",2468
"cg01819137",2469
"cg01820374",2470
"cg01821161",2471
"cg01822313",2472
"cg01822430",2473
"cg01823375",2474
"cg01823853",2475
"cg01823948",2476
"cg01824210",2477
"cg01824230",2478
"cg01824302",2479
"cg01825788",2480
"cg01826959",2481
"cg01827013",2482
"cg01827691",2483
"cg01831082",2484
"cg01831882",2485
"cg01834956",2486
"cg01835139",2487
"cg01836225",2488
"cg01836767",2489
"cg01837677",2490
"cg01838095",2491
"cg01838477",2492
"cg01839280",2493
"cg01839446",2494
"cg01839593",2495
"cg01841002",2496
"cg01841970",2497
"cg01844642",2498
"cg01845954",2499
"cg01846532",2500
"cg01846853",2501
"cg01846888",2502
"cg01847946",2503
"cg01847983",2504
"cg01848036",2505
"cg01848338",2506
"cg01848382",2507
"cg01850319",2508
"cg01851187",2509
"cg01851212",2510
"cg01851957",2511
"cg01852109",2512
"cg01855583",2513
"cg01855868",2514
"cg01856529",2515
"cg01857777",2516
"cg01857866",2517
"cg01858791",2518
"cg01860662",2519
"cg01861038",2520
"cg01861176",2521
"cg01863808",2522
"cg01865273",2523
"cg01865313",2524
"cg01865647",2525
"cg01865800",2526
"cg01869058",2527
"cg01871214",2528
"cg01872427",2529
"cg01873051",2530
"cg01873645",2531
"cg01874861",2532
"cg01875032",2533
"cg01875689",2534
"cg01876093",2535
"cg01877601",2536
"cg01878181",2537
"cg01879202",2538
"cg01879724",2539
"cg01880253",2540
"cg01881437",2541
"cg01881899",2542
"cg01882022",2543
"cg01883408",2544
"cg01883716",2545
"cg01885247",2546
"cg01887801",2547
"cg01888904",2548
"cg01890074",2549
"cg01890425",2550
"cg01890961",2551
"cg01892695",2552
"cg01893274",2553
"cg01895513",2554
"cg01896761",2555
"cg01898377",2556
"cg01898456",2557
"cg01898872",2558
"cg01899622",2559
"cg01899753",2560
"cg01901100",2561
"cg01901338",2562
